,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,846,uk,https://www.express.co.uk/life-style/health/903433/Bowel-cancer-symptoms-cure-Broccoli-yoghurt,Bowel cancer: Broccoli-based yoghurt 'could prevent and even cure the disease',3,3,broccoli,fruits and vegetables,,bowel cancer,1
,846,uk,https://www.express.co.uk/life-style/health/903433/Bowel-cancer-symptoms-cure-Broccoli-yoghurt,Bowel cancer: Broccoli-based yoghurt 'could prevent and even cure the disease',3,3,yoghurt,yogurt,,bowel cancer,1
,848,uk,https://www.express.co.uk/life-style/health/676508/Eating-a-handful-of-walnuts-could-protect-against-bowel-cancer,Bowel cancer NEWS: Eating a handful of WALNUTS a day could protect against killer disease,3,3,walnuts,nuts,,bowel cancer,1
,852,uk,https://www.express.co.uk/life-style/health/1065430/bowel-cancer-causes-red-processed-meat-colon-how-much,Bowel cancer: How much red meat is safe to eat to avoid risking the deadly disease?,7,6,red meat,red and processed meats,,bowel cancer,1
,854,uk,https://www.express.co.uk/life-style/health/956618/bowel-cancer-symptoms-signs-screening-prevent-exercise,Bowel cancer: Prevent the condition with simple household exercises,2,2,exercises,activity,,bowel cancer,0
,857,uk,https://www.express.co.uk/life-style/health/1154355/bowel-cancer-symptoms-screening-signs-test-treatment-exercise,Bowel cancer: This exercise may help to fight the disease says study - do you do this?,3,3,this exercise,activity,,bowel cancer,1
,858,uk,https://www.express.co.uk/life-style/health/1032647/bowel-cancer-cut-down-red-processed-meat-reduce-risk-symptoms-signs,Bowel cancer: Eating THIS much red meat per day can increase the risk of bowel cancer,9,8,red meat,red and processed meats,,bowel cancer,1
,862,uk,https://www.thetimes.co.uk/article/boys-will-be-offered-hpv-jab-in-drive-to-eliminate-cancer-r6dzj5qxd,Boys will be offered HPV jab in drive to eliminate cancer,2,2,HPV jab,HPV vaccine,,general,1
,865,uk,https://www.express.co.uk/life-style/health/784488/breast-cancer-symptoms-myths-deodorant,Breast cancer myths debunked: Does deodorant REALLY cause cancer?,7,6,deodorant,deodorants,,breast cancer,0
,866,uk,https://www.express.co.uk/life-style/health/812412/Statins-pros-breast-cancer-news-blood-pressure-heart-disease,Statins could cut risk of dying from breast cancer by almost 40 per cent - study,2,2,statins,statins,,breast cancer,1
,867,uk,https://www.thetimes.co.uk/article/breast-cancer-not-linked-to-working-nights-study-finds-2rcxwwxzq,"Breast cancer not linked to working nights, study finds",5,5,working nights,night shifts,,breast cancer,1
,868,uk,https://www.thesun.co.uk/news/7947682/breast-cancer-risk-having-children/,Breast cancer risk 'increased by up to 80 per cent for women having children' compared to those without kids,9,8,having children,childbirth,women,breast cancer,1
,869,uk,https://www.theguardian.com/science/2019/aug/29/breast-cancer-risk-from-using-hrt-is-twice-what-was-thought,Breast cancer risk from using HRT is ‘twice what was thought’,9,8,HRT,HRT and contraception drugs,,breast cancer,1
,870,uk,https://www.dailymail.co.uk/health/article-5016291/Breast-cancer-risk-HIGHER-western-parts-time-zones.html,Why breast cancer risk is HIGHER in western parts of each time zone,9,8,western parts of each time zone,nocturnal lightning,,breast cancer,1
,871,uk,https://www.express.co.uk/life-style/health/842770/breast-cancer-symptoms-outdoor-light-shift-work-smoking,Breast cancer warning: Light exposure can increase risk but only with THESE two factors,8,7,light exposure,sun exposure,,breast cancer,1
,872,uk,https://www.express.co.uk/life-style/health/780075/breast-cancer-risk-symptoms-diet-dairy-cheese,Eating CHEESE could increase the risk of developing THIS deadly cancer,8,7,cheese,cheese,,general,1
,873,uk,https://www.independent.co.uk/life-style/health-and-families/breast-cancer-risk-symptoms-night-shift-work-diagnosis-study-a8933326.html,"Night shift work doesn’t increase breast cancer risk, study suggests",5,5,night shift work,night shifts,,general,1
,874,uk,https://www.thetimes.co.uk/article/breast-cancer-risk-up-to-35-higher-in-smokers-9kcxkjh2j,Breast cancer risk up to 35% higher in smokers,9,8,smokers,smoking,,breast cancer,1
,875,uk,https://www.express.co.uk/life-style/health/854582/breast-cancer-belly-fat-risk,Breast cancer breakthrough: Why reducing belly fat could be life-saving,3,3,reducing belly fat,weight loss,,breast cancer,1
,876,uk,https://www.dailymail.co.uk/health/article-6480971/Breast-cancer-shoots-80-women-giving-birth-time-study-reveals.html,Breast cancer shoots up 80% for women after first child,9,8,first child,childbirth,women,breast cancer,1
,877,uk,https://www.theguardian.com/society/2017/oct/23/breast-cancer-breakthrough-as-study-uncovers-new-genetic-variants-that-increase-risk,Breast cancer study uncovers new genetic variants for increased risk,9,8,new genetic variants,genetic variants and mutations,,breast cancer,1
,878,uk,https://www.express.co.uk/life-style/health/991756/breast-cancer-diet-fruit-vegetables-symptoms-lump,Breast cancer warning - this is how much fruit and veg you should eat to lower risk,2,2,fruit and veg,vegetables and fruits,,breast cancer,0
,879,uk,https://www.independent.co.uk/life-style/health-and-families/breast-cancer-risk-how-likely-diet-coffee-fruit-vegetables-obesity-a8892586.html,Drinking coffee and eating fruit and veg 'cuts breast cancer risk' b…,2,2,coffee,coffee,,general,1
,879,uk,https://www.independent.co.uk/life-style/health-and-families/breast-cancer-risk-how-likely-diet-coffee-fruit-vegetables-obesity-a8892586.html,Drinking coffee and eating fruit and veg 'cuts breast cancer risk' b…,2,2,fruit and veg,vegetables and fruits,,general,1
,880,uk,https://www.independent.co.uk/life-style/health-and-families/breast-cancer-chicken-red-meat-risk-women-diet-food-poultry-a9044771.html,"Eating chicken linked to decreased risk of breast cancer, study finds",2,2,chicken,chicken,,breast cancer,1
,881,uk,https://www.express.co.uk/life-style/health/1171788/breast-cancer-uk-hrt-hormone-replacement-therapy-risks,Breast cancer: HRT found to double risk of developing disease in worrying new study,9,8,HRT,HRT and contraception drugs,,breast cancer,1
,882,uk,https://www.thesun.co.uk/fabulous/7831857/breast-implants-increase-cancer-risk-signs-symptoms/,"Breast implants 'increase the risk of a rare type of CANCER', experts warn",9,8,breast implants,textured breast implants,,general,0
,883,uk,https://www.dailymail.co.uk/health/article-6545155/Breast-implants-cause-cancer-chronic-fatigue-arthritis-effects.html,Alarming truth about breast implants that causes cancer and arthritis,9,8,breast implants,textured breast implants,,general,0
,884,uk,https://www.thesun.co.uk/fabulous/7795105/breast-implants-increase-skin-cancer-risk-stillbirth-arthritis/,"Breast implants 'increase your risk of skin cancer, stillbirth AND arthritis'",9,8,breast implants,textured breast implants,,skin cancer,0
,885,uk,https://www.theguardian.com/society/2018/dec/19/breast-implants-linked-to-cancer-withdrawn-from-sale-in-europe-allergan-textured,Breast implants linked to cancer withdrawn from sale in Europe,9,8,breast implants,textured breast implants,,breast cancer,0
,886,uk,https://www.dailymail.co.uk/health/article-6986221/Breast-implants-tied-rare-cancer-remain-US-market.html,Breast implants tied to rare cancer to remain on US market,9,8,breast implants,textured breast implants,,general,0
,887,uk,https://www.independent.co.uk/news/health/cancer-study-risk-walking-death-exercise-research-a7774041.html,Brisk walk each day 'may cut risk of death from cancer',3,3,brisk walk,activity,,general,1
,888,uk,https://www.express.co.uk/news/science/1130141/cancer-symptoms-uk-high-risk-death-treatment-ancon-medical,Britain’s middle class at HIGH RISK of cancer death due to TOO MUCH WORK - shock research,10,9,too much work,overworking,,general,1
,889,uk,https://www.dailymail.co.uk/health/article-6931189/British-military-used-chromium-based-paint-linked-cancer-vehicles.html,British military used paint linked to cancer on its vehicles,9,8,paint,chromium paints,,general,0
,890,uk,https://www.dailymail.co.uk/health/article-7364377/British-women-developed-form-cancer-linked-breast-implants-launch-legal-action.html,Women who developed cancer linked to breast implants take legal action,9,8,breast implants,textured breast implants,women,general,0
,891,uk,https://www.dailymail.co.uk/health/article-5694745/The-true-cancer-risk-having-boob-job-hundreds-women-facing-deadly-time-bomb.html,Revealed: The true cancer risk of having a boob job,8,7,boob job,textured breast implants,,general,0
,892,uk,https://www.huffingtonpost.co.uk/entry/roundup-maker-insists_uk_5b6e81e7e4b0ae32af98402c,"Britons safe to use Roundup, maker insists after £226m cancer lawsuit loss",5,5,Roundup,glyphosate from Roundup,,general,0
,893,uk,https://www.dailymail.co.uk/health/article-5259753/Broccoli-yogurt-treat-prevent-bowel-cancer.html,"Broccoli yogurt could treat and prevent bowel cancer, study claims",3,3,broccoli yogurt,yogurt,,bowel cancer,1
,894,uk,https://www.telegraph.co.uk/news/2017/01/22/government-warning-roast-potato-cancer-link-massive-overreaction/,Browned toast and crispy roast potatoes 'a potential cancer risk',8,7,browned toast and crispy roast potatoes,burning or grilling food,,general,0
,895,uk,https://www.bbc.com/news/health-38680622,Browned toast is 'potential cancer risk',8,7,browned toast,burning or grilling food,,general,0
,896,uk,https://www.dailymail.co.uk/health/article-6480891/Brussels-sprouts-cut-risk-cancer.html,Brussels sprouts could cut your risk of cancer,2,2,brussels sprouts,brussel sprouts,,general,0
,896,uk,https://www.dailymail.co.uk/health/article-6480891/Brussels-sprouts-cut-risk-cancer.html,Brussels sprouts could cut your risk of cancer,2,2,brussels sprouts,fruits and vegetables,,general,1
,897,uk,https://www.express.co.uk/life-style/life/757739/burnt-toast-cancer-risk,Burnt toast is NOT a danger food: Statistician dispels claim it can cause cancer,5,5,burnt toast,burning or grilling food,,general,1
,898,uk,https://www.telegraph.co.uk/science/2019/04/08/calcium-supplements-linked-cancer-major-study/,Calcium supplements linked to cancer in major study,9,8,calcium supplements,calcium supplements,,general,1
,899,uk,https://news.sky.com/story/californian-man-awarded-80m-over-cancer-causing-weed-killer-11676913,Californian man awarded £80m over cancer-causing weed killer,9,8,weed killer,glyphosate from RoundUp,a person,general,0
,900,uk,https://www.dailymail.co.uk/news/article-6538803/Call-action-cancer-risk-processed-meats-like-bacon-ham.html,Call for action on cancer risk from processed meats like bacon and ham,9,8,processed meats like bacon and ham,red and processed meats,,general,0
,901,uk,https://metro.co.uk/2018/12/30/call-action-cancer-risk-processed-meats-like-bacon-ham-8292771/,Call for action on cancer risk from processed meats like bacon and ham,9,8,processed meats,red and processed meats,,general,0
,902,uk,https://www.express.co.uk/comment/columnists/dr-rosemary-leonard/864570/Can-blood-pressure-pills-cause-cancer-Dr-Rosemary-responds,Can blood pressure pills cause cancer? - Dr Rosemary answers your health questions,7,6,blood pressure pills,various blood pressure pills,,general,0
,903,uk,https://www.wired.co.uk/article/acrylamide-cancer-food-study,The truth behind claims burnt toast and roast potatoes give you cancer,9,8,burnt toast and roast potatoes,burning or grilling food,,general,0
,904,uk,https://www.express.co.uk/life-style/health/940712/cancer-causes-coffee-takeaway-this-morning-dr-chris,Can a cup of takeaway coffee cause cancer? Dr Chris gives this recommendation,7,6,takeaway coffee,coffee,,general,0
,905,uk,https://www.theguardian.com/lifeandstyle/2017/oct/02/can-even-moderate-drinking-increase-the-risk-of-cancer,Can even moderate drinking increase the risk of cancer?,7,6,moderate drinking,alcohol,,general,1
,906,uk,https://www.telegraph.co.uk/health-fitness/body/can-talcum-powder-really-cause-cancer/,Can talcum powder really cause cancer?,7,6,talcum powder,J&J's baby powder,,general,0
,907,uk,https://www.express.co.uk/life-style/health/740924/cancer-breast-lung-ovarian-tumour-protein-spread-high-fat-diet,Cancer metastasis breakthrough: High-fat diet causes aggressive disease to spread,10,9,high-fat diet,high-fat diet,,general,1
,909,uk,https://www.express.co.uk/life-style/health/867540/cancer-diet-symptoms-ovarian-bowel-tea,Drinking several cups of tea a day could PROTECT you against CANCER,3,3,drinking cups of tea,tea,,general,1
,910,uk,https://www.thesun.co.uk/news/6387357/cancer-expert-wifi-schools-pupils-radiation/,Cancer expert says school wifi could endanger pupils - who 'absorb radiation',8,7,wifi,Wi-Fi radiation,,general,0
,911,uk,https://www.express.co.uk/life-style/health/813173/cancer-brisk-walk-health-disease-risk,Cancer news: Brisk walk each day 'may cut risk of dying from the disease',3,3,brisk walk each day,activity,,general,1
,913,uk,https://www.thesun.co.uk/news/5733626/cancer-poster-warning-of-link-to-obesity-upstaged-by-advert-for-mcdonalds/,Cancer poster warning of link to obesity upstaged by advert for McDonald's,9,8,obesity,obesity,,general,0
,914,uk,https://www.theguardian.com/society/2017/feb/03/cancer-rates-increase-six-times-faster-women,Cancer rates set to increase six times faster in women than men,9,8,in women,sexuality,women,general,1
,915,uk,https://www.express.co.uk/news/uk/936125/cancer-researcher-diagnosed-terminal-illness-childhood-asbestos-exposure,Cancer researcher diagnosed with terminal disease after childhood asbestos exposure,9,8,asbestos,asbestos,,general,0
,916,uk,https://www.express.co.uk/life-style/health/1184932/cancer-research-causes-diet-red-processed-meat,Cancer researchers say there is 'no proof’ red and processed meats cause cancer,5,5,red and processed meats,red and processed meats,,general,1
,917,uk,https://www.bbc.com/news/uk-scotland-50181085,Cancer risk '30 times higher for smokers who drink',10,9,drink,alcohol,,general,1
,919,uk,https://www.huffingtonpost.co.uk/entry/bacon-cancer-nitrates_uk_5c2890b6e4b0407e90836ef0,Cancer Risk From Bacon In Spotlight Again After Call For National Awareness Campaign,9,8,bacon,red and processed meats,,general,1
